Nombre,Comunidad Autónoma,Provincia,Municipio,Localidad,Direccion,Código Postal,Telefono,Zona Básica,Área de Salud,Modalidad Gestión,Dependencia de Gestión,Tipo de Centro,Acreditación Docente
ADAMUZ,ANDALUCÍA,CÓRDOBA,Adamuz,ADAMUZ,"PLAZA PUERTA DE LA VILLA, S/N",14430,957199621,MONTORO,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALGALLARÍN (CONSULTORIO AUXILIAR),ANDALUCÍA,CÓRDOBA,Adamuz,ALGALLARÍN,"CL FRAY ALBINA, S/N",14439,957199770,MONTORO,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
MONTORO,ANDALUCÍA,CÓRDOBA,Montoro,MONTORO,"AVDA. PLANO DE LA FERIA, S/N",14600,957199738,MONTORO,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
PEDRO ABAD,ANDALUCÍA,CÓRDOBA,Pedro Abad,PEDRO ABAD,C/ DR. EDUARDO TELLO,14630,957199625,MONTORO,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
PALMA DEL RIO "DR. TRUJILLO DEL RIO",ANDALUCÍA,CÓRDOBA,Palma del Río,PALMA DEL RÍO,"C/ RODRIGUEZ DE LA FUENTE, S/N",14700,957719631,PALMA DEL RIO,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
LOS MOCHOS,ANDALUCÍA,CÓRDOBA,Almodóvar del Río,LOS MOCHOS,"BD LOS MOCHOS, Nº 110",14729,957719800,POSADAS,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALMODÓVAR DEL RÍO,ANDALUCÍA,CÓRDOBA,Almodóvar del Río,ALMODÓVAR DEL RÍO,"C/ PINTOR VELAZQUEZ, S/N",14720,957719576,POSADAS,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
POSADAS'D. RAFAEL FLOREZ CRESPO',ANDALUCÍA,CÓRDOBA,Posadas,POSADAS,"C/ GAITAN, Nº 1",14730,957719517,POSADAS,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
GUADALCÁZAR,ANDALUCÍA,CÓRDOBA,Guadalcázar,GUADALCÁZAR,"PLAZA PALACIO BAJO, Nº 6",14130,957734921,POSADAS,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
HORNACHUELOS,ANDALUCÍA,CÓRDOBA,Hornachuelos,HORNACHUELOS,"CTRA SAN CALIXTO, S/N",14740,957579554,POSADAS,DISTRITO: GUADALQUIVIR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
BELLAVISTA,ANDALUCÍA,HUELVA,Aljaraque,ALJARAQUE,"C/ VALDES LEAL, S/N",21004,959524295,ALJARAQUE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CORRALES,ANDALUCÍA,HUELVA,Aljaraque,CORRALES,"C/ SAN JOSE , S/N",21120,959524517,ALJARAQUE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALJARAQUE,ANDALUCÍA,HUELVA,Aljaraque,ALJARAQUE,"AVDA. ALCALDE JOSE CONCEGLIERI, S/N",21004,959524258,ALJARAQUE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
SANLÚCAR DE GUADIANA,ANDALUCÍA,HUELVA,Sanlúcar de Guadiana,SANLÚCAR DE GUADIANA,"C/ MONTES GOMEZ, Nº 1",21595,959388282,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CABEZAS RUBIAS,ANDALUCÍA,HUELVA,Cabezas Rubias,CABEZAS RUBIAS,"C/ EJJIDOS DEL OESTE, S/N",21580,959559601,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
EL ALMENDRO,ANDALUCÍA,HUELVA,"Almendro, El",EL ALMENDRO,"C/ GRANDE, S/N",21593,959489540,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
PAYMOGO,ANDALUCÍA,HUELVA,Paymogo,PAYMOGO,"C/ CALVARIO, S/N",21560,959559602,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
MINAS DE HERRERÍAS (CONSULTORIO AUXILIAR),ANDALUCÍA,HUELVA,Puebla de Guzmán,LAS HERRERÍAS,"BD FEDERICO MAYO, S/N",21559,959489653,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
PUEBLA DE GUZMÁN,ANDALUCÍA,HUELVA,Puebla de Guzmán,PUEBLA DE GUZMÁN,"C/ SERPA, S/N",21550,959489764,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
SANTA BÁRBARA DE CASA,ANDALUCÍA,HUELVA,Santa Bárbara de Casa,SANTA BÁRBARA DE CASA,"C/ CABECILLO, S/N",21570,959559629,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VILLANUEVA DE LAS CRUCES,ANDALUCÍA,HUELVA,Villanueva de las Cruces,VILLANUEVA DE LAS CRUCES,"C/ JUAN RAMON JIMENEZ, Nº 3",21592,959578008,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VILLANUEVA DE LOS CASTILLEJOS,ANDALUCÍA,HUELVA,Villanueva de los Castillejos,VILLANUEVA DE LOS CASTILLEJOS,"C/ ASPAS, S/N",21540,959489562,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
THARSIS,ANDALUCÍA,HUELVA,Alosno,THARSIS,"CONSEJERO JAIME MONTANER CALLE A, S/N",21530,959489928,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALOSNO,ANDALUCÍA,HUELVA,Alosno,ALOSNO,"C/ SAN JUAN BAUTISTA, Nº 2",21520,959489560,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
EL GRANADO (CONSULTORIO AUXILIAR),ANDALUCÍA,HUELVA,"Granado, El",EL GRANADO,CL SANTA CATALINA,21594,959388254,ANDÉVALO OCCIDENTAL,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
POZO DEL CAMINO,ANDALUCÍA,HUELVA,Ayamonte,AYAMONTE,"C/ PENSAMIENTO, S/N",21400,959349531,AYAMONTE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
AYAMONTE,ANDALUCÍA,HUELVA,Ayamonte,AYAMONTE,"AVDA. ALCALDE NARCISO MARTÍN NAVARRO, S/N",21400,959349554,AYAMONTE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
PUNTA DEL MORAL,ANDALUCÍA,HUELVA,Ayamonte,AYAMONTE,"AVDA. DEL POZO, S/N",21400,959477129,AYAMONTE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ISLA CANELA (CONSULTORIO AUXILIAR) (verano),ANDALUCÍA,HUELVA,Ayamonte,AYAMONTE,PASEO DE LOS GAVILANES,21409,902505060,AYAMONTE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
EL ROMPIDO,ANDALUCÍA,HUELVA,Cartaya,CARTAYA,"AVDA. PLAYAS DE CARTAYA, S/N",21450,959399227,CARTAYA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CARTAYA,ANDALUCÍA,HUELVA,Cartaya,CARTAYA,"AVDA. ROMPIDO EL, S/N",21450,959489206,CARTAYA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
ISLA CHICA,ANDALUCÍA,HUELVA,Huelva,HUELVA,"PLAZA PERLITA DE HUELVA, S/N",21006,959650523,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
EL TORREJÓN,ANDALUCÍA,HUELVA,Huelva,HUELVA,"AVDA. FLORES DE LA, S/N",21005,959650716,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
ADORATRICES,ANDALUCÍA,HUELVA,Huelva,HUELVA,"AVDA. ADORATRICES, S/N",21004,959650671,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
MOLINO DE LA VEGA,ANDALUCÍA,HUELVA,Huelva,HUELVA,"C/ FUENTEHERIDOS, S/N",21002,959650580,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
LA RIBERA (CONSULTORIO AUXILIAR),ANDALUCÍA,HUELVA,Huelva,HUELVA,"CL LA RIBERA, S/N",21005,959650540,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LA ORDEN,ANDALUCÍA,HUELVA,Huelva,HUELVA,"AVDA. DIEGO MORON, Nº 1",21005,959650540,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
LOS ROSALES,ANDALUCÍA,HUELVA,Huelva,HUELVA,"C/ AMADIS DE GAULA, Nº 4",21007,959005330,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
HUELVA - CENTRO,ANDALUCÍA,HUELVA,Huelva,HUELVA,"AVDA. HISPANOAMÉRICA, Nº 9",21001,959650793,HUELVA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
LA REDONDELA,ANDALUCÍA,HUELVA,Isla Cristina,LA REDONDELA,"PLAZA ALCALDE MANUEL GARCIA, S/N",21430,959349562,ISLA CRISTINA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ISLA CRISTINA,ANDALUCÍA,HUELVA,Isla Cristina,ISLA CRISTINA,"C/ ARQUITECTO ARAMBURU MAQUA, S/N",21410,959349648,ISLA CRISTINA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
SAN SILVESTRE DE GUZMÁN,ANDALUCÍA,HUELVA,San Silvestre de Guzmán,SAN SILVESTRE DE GUZMÁN,AVDA. CARMELO FORTES  PEREZ,21591,959349614,LEPE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VILLABLANCA,ANDALUCÍA,HUELVA,Villablanca,VILLABLANCA,"C/ RICO, Nº 6",21590,959349618,LEPE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LA ANTILLA,ANDALUCÍA,HUELVA,Lepe,LA ANTILLA,"AVDA. TOMAS CACHO, S/N",21449,959489620,LEPE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LEPE,ANDALUCÍA,HUELVA,Lepe,LEPE,"AVDA. DEL ROMPIDO, S/N",21440,959489835,LEPE,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
PUNTA UMBRÍA,ANDALUCÍA,HUELVA,Punta Umbría,PUNTA UMBRÍA,"C/ ENRIQUE PRIETO, S/N",21100,959524562,PUNTA UMBRÍA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
EL PORTIL,ANDALUCÍA,HUELVA,Punta Umbría,LA LAGUNA DEL PORTIL,AS LAGUNA SECA,21100,959489574,PUNTA UMBRÍA,DISTRITO: HUELVA COSTA,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
NOALEJO "DON ANTONIO MORENO ORTEGA",ANDALUCÍA,JAÉN,Noalejo,NOALEJO,"CL LEOPOLDO CALVO SOTELO, S/N",23140,953336183,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CAMPILLO DE ARENAS,ANDALUCÍA,JAÉN,Campillo de Arenas,CAMPILLO DE ARENAS,"PLAZA ANDALUCÍA, S/N",23130,953334012,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CARCHELEJO,ANDALUCÍA,JAÉN,Cárcheles,CÁRCHELELO,"BELENES ALTOS, Nº 31",23192,953330804,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ARBUNIEL,ANDALUCÍA,JAÉN,Cambil,ARBUNIEL,"AVDA. ANDALUCÍA, S/N",23193,953332016,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CAMBIL "DON EUFRASIO MARTÍNEZ GALIANO",ANDALUCÍA,JAÉN,Cambil,CAMBIL,"C/ NUEVA, S/N",23120,953330805,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
LA HOYA DEL SALOBRAL (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Noalejo,HOYA DEL SALOBRAL,"LG LA HOYA DEL SALOBRAL, S/N",23140,953336183,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CÁRCHEL (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Cárcheles,CÁRCHEL,"CL COELLO DE PORTUGAL, S/N",23191,953330804,CAMBIL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
SOLERA (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Huelma,SOLERA,"CL LA LUNA, S/N",23569,953964242,HUELMA,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
HUELMA,ANDALUCÍA,JAÉN,Huelma,HUELMA,"CL FEDERICO GARCÍA LORCA, S/N",23560,953964242,HUELMA,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
BÉLMEZ DE LA MORALEDA,ANDALUCÍA,JAÉN,Bélmez de la Moraleda,BÉLMEZ DE LA MORALEDA,"PLAZA DE NACIMIENTO, S/N",23568,953330823,HUELMA,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CABRA DEL SANTO CRISTO,ANDALUCÍA,JAÉN,Cabra del Santo Cristo,CABRA DEL SANTO CRISTO,"C/ COBOS, Nº 2",23550,953965531,HUELMA,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LAS INFANTAS (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Jaén,LAS INFANTAS,"PLAZA TELECLUB, S/N",23639,953331096,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VIRGEN DE LA CAPILLA,ANDALUCÍA,JAÉN,Jaén,JAÉN,"C/ ARQUITECTO BERGES, Nº 10",23007,953335064,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
LA MAGDALENA,ANDALUCÍA,JAÉN,Jaén,JAÉN,"C/ TSÍA. BOBADILLA ALTA, Nº 1",23004,953331022,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
FUENTEZUELAS,ANDALUCÍA,JAÉN,Jaén,JAÉN,"C/ FUENTE DEL ALAMILLO, Nº 9",23006,953330203,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
FEDERICO CASTILLO,ANDALUCÍA,JAÉN,Jaén,JAÉN,"C/ RAMON ESPANTALEON, S/N",23005,953962206,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
EL VALLE,ANDALUCÍA,JAÉN,Jaén,JAÉN,"RONDA DE LOS DERECHOS HUMANOS, S/N",23009,953963247,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
BELÉN,ANDALUCÍA,JAÉN,Jaén,JAÉN,"CAMINO DE LAS CRUCES, Nº 16",23003,953330350,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
SAN FELIPE,ANDALUCÍA,JAÉN,Jaén,JAÉN,"C/ JUAN MONTILLA, S/N",23002,953964212,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
LA GUARDIA,ANDALUCÍA,JAÉN,"Guardia de Jaén, La",LA GUARDIA DE JAÉN,C/ CORONADA Nº 16,23170,953331012,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
FUERTE DEL REY,ANDALUCÍA,JAÉN,Fuerte del Rey,FUERTE DEL REY,"C/ JAEN, Nº 36",23180,953963016,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LOS VILLARES,ANDALUCÍA,JAÉN,"Villares, Los",LOS VILLARES,"C/ HUERTO DE LA VIRGEN, Nº 2",23160,953332025,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VALDEPEÑAS,ANDALUCÍA,JAÉN,Valdepeñas de Jaén,VALDEPEÑAS DE JAÉN,"C/ LADAERA, Nº 12",23150,953335069,JAÉN,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
TORRES,ANDALUCÍA,JAÉN,Torres,TORRES,"C/ PRIOR HIGUERAS, S/N",23540,953334006,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALBANCHEZ DE MÁGINA,ANDALUCÍA,JAÉN,Albanchez de Mágina,ALBANCHEZ DE MÁGINA,"AVDA. HUTAR, Nº2",23530,953964105,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
PEGALAJAR,ANDALUCÍA,JAÉN,Pegalajar,PEGALAJAR,"PLAZA FRANCISCO ALMAGRO, S/N",23110,953330926,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
MANCHA REAL,ANDALUCÍA,JAÉN,Mancha Real,MANCHA REAL,"C/ DE LAS ISLAS CANARIAS,  S/N",23100,953961170,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,SI
SOTOGORDO (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Mancha Real,SOTOGORDO,"CL PLAZA, S/N",23526,953961170,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
JIMENA,ANDALUCÍA,JAÉN,Jimena,JIMENA,"PLAZA CONSTITUCION, S/N",23530,953961016,MANCHA REAL,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VADOS DE TORRALBA (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Villatorres,VADOS DE TORRALBA,"CL EL ARCO, S/N",23529,902335007,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ESPELÚY,ANDALUCÍA,JAÉN,Espelúy,ESPELÚY,"AVDA. PARQUE, S/N",23628,953965023,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
MENGÍBAR,ANDALUCÍA,JAÉN,Mengíbar,MENGÍBAR,"AVDA. ANDALUCÍA, Nº 5",23620,953964095,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
ESTACIÓN DE ESPELÚY (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Espelúy,ESTACIÓN DE ESPELÚY,"CL SANTA ANA, S/N",23628,953337002,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VILLARGORDO,ANDALUCÍA,JAÉN,Villatorres,VILLARGORDO,"C/ NTRA. SEÑORA DE LA ASCENSION, S/N",23630,953332026,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CAZALILLA,ANDALUCÍA,JAÉN,Cazalilla,CAZALILLA,"C/ ERAS ALTAS, Nº 2",23628,953337012,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
TORREQUEBRADILLA,ANDALUCÍA,JAÉN,Villatorres,TORREQUEBRADILLA,"C/ EJERCITO ESPAÑOL, S/N",23638,953335009,MENGÍBAR,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
TORRE DEL CAMPO,ANDALUCÍA,JAÉN,Torre del Campo,TORRE DEL CAMPO,"C/ CUESTA NEGRA, S/N",23640,953100953,TORRE DEL CAMPO,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
JAMILENA,ANDALUCÍA,JAÉN,Jamilena,JAMILENA,"C/  VIRGEN DE LA CABEZA, S/N",23658,953362091,TORRE DEL CAMPO,DISTRITO: JAÉN,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LA PEDRIZA,ANDALUCÍA,JAÉN,Alcalá la Real,LA PEDRIZA,"C/ IGLESIA, S/N",23688,600160060,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
RIBERA ALTA (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Alcalá la Real,RIBERA ALTA,"EDIFICIO CENTRO SOCIAL, S/N",23691,600166533,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
VENTA DE AGRAMADEROS (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Alcalá la Real,VENTA DE AGRAMADEROS,"CL BAJA, S/N",23688,953102087,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
MURES,ANDALUCÍA,JAÉN,Alcalá la Real,MURES,"C/ NUEVA, S/N",23686,953102119,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
SANTA ANA,ANDALUCÍA,JAÉN,Alcalá la Real,SANTA ANA,"C/ ESCUELA, S/N",23692,953102123,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
FUENTE ÁLAMO (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Alcalá la Real,FUENTE ÁLAMO,"CL CARRETERA, Nº 3",23689,953102087,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ERMITA NUEVA (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Alcalá la Real,ERMITA NUEVA,"CL LA TROCHA DE CEQUIA, S/N",23686,953102040,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
CHARILLA (CONSULTORIO AUXILIAR),ANDALUCÍA,JAÉN,Alcalá la Real,CHARILLA,"CL MONTIJANA, Nº1",23687,953102063,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
LA RÁBITA,ANDALUCÍA,JAÉN,Alcalá la Real,LA RÁBITA,"CTRA. ALCAUDETE, Nº 31",23684,953102080,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
ALCALÁ LA REAL,ANDALUCÍA,JAÉN,Alcalá la Real,ALCALÁ LA REAL,"CTRA. DE FRAILES, S/N",23680,953102087,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
ALCALÁ LA REAL NORTE,ANDALUCÍA,JAÉN,Alcalá la Real,ALCALÁ LA REAL,"C/ UTRILLA, Nº 13",23680,953102094,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CENTRO SALUD,NO
CASTILLO DE LOCUBÍN,ANDALUCÍA,JAÉN,Castillo de Locubín,CASTILLO DE LOCUBÍN,"C/ FLEMING, S/N",23670,953599565,ALCALÁ LA REAL,DISTRITO: JAÉN SUR,Pública Directa,SERVICIO ANDALUZ DE SALUD,CONSULTORIO LOCAL,NO
